username,photo,caption
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/59880005_2321463748066554_7388926888734158407_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=106&oh=319b79d20208f24171c086335cc9b1c7&oe=5E7D355D,"today someone showed me that guy from this post is now in a relationship with some girl. Even tho I don’t like him, & lowkey cried as he was kissing me bc it was so bad, I’m somehow still jealous WTF IS WRONG WITH ME"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/56352792_2252523581479608_3638865834650862337_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=100&oh=7fc03fa1786b281996a3b1886cf9df9c&oe=5E5182C3,"last night after waking up from a Benadryl doze aka the best sleep of my life, the front desk woman came in & told me I had a $100 copay. When I gave her $100 in cash I think a part of my soul actually left my body. I feel so badly racking up medical fees when I do, especially when they don’t find anything in tests, bc I feel like the money was just wasted for no reason. But then the other part of me is like better safe than sorry, I don’t wanna be one of those random faces that shows up on a Snapchat article like “girl says she’s not feeling well, doesn’t wake up next morning” type of things. I wish when strange medical things happened to me they happened during the day so I could just go to the doctor instead of the ER, but alas, always happens when normal health services are closed, just my luck. This post is just me reflecting, sry its a ramble (Btw I’m okay :)) )"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/47693916_625516497906617_1787668345657525146_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&oh=c46d5f49a804e601a88ed24e3a6dc801&oe=5E6808B0,didn’t make the cut for the rinsta but we are the cutest fam ever
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/61887580_323300755267458_441056152701886161_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=106&oh=ef9ad454e16ba6f831eaff7a07ce7489&oe=5E7F4F55,Some girl is suing because she only applied to these colleges and didn’t get into any🧐🧐 if she really thought she had enough safety schools on this list then home girls not smart enough to be admitted to any of them
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/71525335_2430289907189606_8814081694990439352_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&oh=04a1a69d9f7668824ad21deed4aa25fb&oe=5E7BFE6F,loling @ this caption bc I’ve shared a bed with him...but also why do ppl advertise themselves to sound like a loser????
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/46882103_2013065242324612_4640354200541047424_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=788a846db87c959050e4fcf216476f2b&oe=5E7C1C79,"instead of reviewing for our midterm tomorrow, my TA decided to forget our homework in his house, leave section for 10 minutes, & try to bribe us with cookies. like stop giving me calories & give me knowledge plz & ty"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/71057323_2557455187867138_4706837150536078269_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=109da069f4c0b51179b0f7793a2eee88&oe=5E6599EC,idk why I’ve never seen this pic until rn but it’s so cute lol
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/70449086_160411911709198_3739102717207646654_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=f8c94aa6bdc459c66d54244ae7012cd9&oe=5E7FD04A,so a few weeks ago when I made a LinkedIn I just made the account but didn’t add anything & I got a profile view and was like hm weird I haven’t added anyone or anything to my page yet but whatever.....and the view was from my bfs ex girlfriend so yeah uhhhh wtf weirdo....meanwhile fast forward to rn & I’m on the phone with him and I got a notification and BOOM THIS BITCH VIEWED MY PROFILE AGAIN AN HOUR AGO. they dated freshman year of college like why are u insane girl
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/65034104_140974923659247_63518524188398477_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=103&oh=0e23d7a18117abaf5c93d32ae21f9542&oe=5E76D57B,"summary of being a girl: ur period doesn’t show up and u pray everyday that it will come because u wanna make sure ur body is normal, there is nothing u want more than ur period in the few days it doesn’t come, then it eventually comes and ur like fuck literally go away period no one wants u wtf, and that is the summary of being a girl. Thanks for listening to my ted talk."
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75266948_461355277838572_8054165478471925026_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=c760dfeaf5023b6886b6391b1d99059d&oe=5E8553CA,"I officially have a work crush. he has a CRAZY mustache & I hate mustaches so unclear how I’m attracted to him but his personality is so hot. He also has a gf & moved to North Carolina after graduation so that he could be by her while she’s in grad school. Oh he also lives full time in North Carolina so doesn’t work in my office lol but for work we have to video chat every day multiple times a day, so alas I will fantasize."
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/72231755_596681051072495_7293339428970048862_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&oh=b42fc60b00877948c36720c7883a7dd4&oe=5E817188,"my office has a free gym in it, & it’s open till midnight & open on weekends aka I literally have no excuses now LOL. also the guy who sits next to me has a bottle of tequila and a shot glass in one of his cabinets. Is this goalz?"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/67845090_728568194230123_6010143319897432805_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=107&oh=3c33a69a30863153b898d257beef13d3&oe=5E88E6F8,y am i crying in da club rn
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/72479596_414174162578199_8427061051828203891_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=103&oh=0e3c06f8b94ce5bb8ee8e6e58d9dc4f1&oe=5E74F2E1,"me: for a change takes a pic where my butt looks 3d
also me: has my face look like this nonsense in the pic
my hair literally looks like it’s glued to jess’ face like how"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/43368258_115649766095068_5444347494655272228_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=718581f0842eeda093f6840e1067020f&oe=5E75584E,i can’t believe that I just googled this #happyhalloween
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/44622724_2094562240595421_9002239513782793592_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=cfa49747af9d06113fff1417f3f3a53f&oe=5E76F33F,🤑
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/50840173_245985726291221_3617978269576316178_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&oh=58936713af02d59ec9c29186c450eb68&oe=5E7DAE3E,dysfunctional family group chat
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/53383264_511570002580300_4147234751443494760_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=48fcb0b16df3226bb2b8ae25cad20a76&oe=5E50F706,"A few weeks ago I was supposed to go on a date with this guy. we had been texting for a decently long number of days & I was excited to hang out with him. The day before our date mid conversation he blocks my phone number with absolutely no explanation & didn’t even first cancel our date the following day, like straight from no where blocked. A few weeks later aka last night, got these messages from him. I understand that to a degree it’s part of human nature to be selfish to an extent but at the same time ppl also need to give a fuck about others. Even if he were to make something up & be like ‘oh I actually can’t hangout tomorrow’ would’ve been decent, but this guy legit had me so self-conscious wondering what I did wrong to make someone go to the extreme of blocking me. Idk if I’m properly conveying the point I’m tryna make, but basically even tho we all have to be selfish to some degree, don’t treat other people miserably just bc ur own life sucks lol"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75210484_2557329701219871_2242335371158397764_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=103&oh=bb591d8393758bda5fd35809449cf7e9&oe=5E69BFE1,2 nights ago the avocado in my sushi wasn’t ripe enough and it was hard & gross and ew I’m shivering just thinking about it...anyways I feel like now I won’t be able to eat avocado in the foreseeable near future bc I’m so sketched out & taste aversion😭 if anyone has any tips on how to overcome this lmk bc my face in this pic is how i looked when my mom suggested a salad for dinner tonight & I thought about having avocado in it
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/73387410_436186057039846_4177052305462744648_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=f149c74c04e3d84afc5e0bd248c65454&oe=5E891AB4,random thoughts: this popped up on my fb & it’s insane to me that this Vegas house costs less than $300k. If this same house were in tenafly it’d be anywhere from ~~$900k-$1.1 mil. This geographic price discretion almost makes me regret being from this zip code except not actually because elitist answer this area is better to live in for my wants & needs. ALSO why are real estate ppl our age always so shady??? Take the shadiest kids ik from high school & they’re in real estate.
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60683172_1261141467368081_8030063153775579150_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&oh=8add8d0d74ea3f1fbeec5db2c28b7b24&oe=5E51DC4F,the thought of never seeing my friends again has me distraught. moving out in t-3 minutes. College is officially over.
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/64437798_856402791408186_7375676534895026609_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=106&oh=f8c746a0903d46b4be55ce3b6a99cdd2&oe=5E85059A,"date updates: just got back from the state fair with new Greg. He drove us there in his mustang and it’s a stick shift and I felt like I was gonna fucking die. I’m never going in a mustang again so in case u know anyone who wants to ever buy me a car, plz let them know stick shifts are off limits. He spent a lot of money on me at this fair and also won a game for me and got me this bear!!!! The sad part is that new Greg is not a fuckboy (yay) but I like him tons less (boo) than old Greg who IS a fuckboy (boo). Old Greg and I have plans for this week but we also made them while he was drunk so let’s see if those actually happen. But ugh why am I always into the guys that are no good and not into the ones that are :((((((( also why the fuck do I always go on dates with guys with the same name........... oh and @jmg12098 plz still set me up with ur cute jewish friend thanks lmao"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/74814673_602944553784439_1450192109769395063_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=107&oh=885fe629913060a9c82a94480f5955f2&oe=5E898C2E,dating apps need features so that u don’t see ur exes profiles bc this is awkward lmao....wait also he’s 21 what is going on
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/44291410_329074131005658_939720858948670352_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=106&oh=6c6a2e5ead350d682cc4c5a948f1564a&oe=5E674FB9,so for some reason a boy from over the summers boxer briefs were sitting on the corner of my bed when I went into my room at home over the weekend. And in passing my mom asked me why I had one of those textbook sock covers on my bed............. I’m screaming. also he’s a Jewish guy that went to camp so obv his underwear has his first & last name on the fucking label. Curious af if my mom knew & was just testing me
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/66364043_427580951170737_3084163309796300090_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=d6a25518e7c4928c4477741d56e78d15&oe=5E68E8B8,omfg I wanted to show him the Hopkins meme page so my Facebook was open right in front of him and my search history came up & my second most recent search was HIS MOM. He didn’t bring it up and neither did I so I have no idea if he saw or not. literal yikes. 1 like= 1 prayer.
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/43714503_273277106630541_8972318782038454522_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=3c5d86a9f666dbaa1484849f00281cfc&oe=5E67D33D,when u get ur period & the worlds worst headache 20 minutes before ur midterm. #prayforshlay
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/51626600_153133215690874_748346264784372419_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=57b2a115eaf5193c93b493e0fcfbc178&oe=5E85B992,everyone is wholesome except me & juliann...on brand
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/56770847_434767793926463_5848725454088392624_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&oh=d12c03edd716b4118352877606a942eb&oe=5E6CB125,"Unrelated picture with this caption but need to make this public service announcement: if u are incapable of properly making plans, then u are the worst type of person. Literally look at ur schedule to know when ur free, choose a time, choose a place, and show up. It is literally so simple why are people INCOMPETENT. if u regularly have to cancel ur plans because u realize u double booked urself then U SUCK"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/61872210_809096546129145_802278765662482480_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=1b026c607d746e6fb1016f04c6913334&oe=5E66A20E,when ur subletter is a guy from penn state
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/44542221_203472993877985_8203900142417815367_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&oh=89abc581303f5590c873adaf6b134dca&oe=5E7DBE9F,apparently my ex boyfriend is on the lacrosse team in college now & I feel personally victimized by this bc he hates america but lacrosse is the most american white boy thing that exists
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/39803297_2139790089593817_1533708550541410304_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=04e97b78a7674371fbd4dffe73109b70&oe=5E7BD853,weird annika fact: it turns me on when boys have ‘lmao’ in their texting vocabulary. ok goodnight
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/54731720_156062535406130_1467199460914981940_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&oh=6a78e0cd843066fb9632e6ff801f7b89&oe=5E71F1F7,ok everyone knows my favorite reality tv show & if u don’t then are we friends???? So was just feeling trolly & messaged a guy who’s on it bc why not it’s tuesday & he answered Hahahahahaha this show is my life
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/57325343_470656543502267_6309748491550481283_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&oh=c9f687f06472f913e502569691d2b9e1&oe=5E76F0B4,Bergen county or die
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/65439346_311224943092909_4391767696805546834_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&oh=3e0fea1b164c343ed42eb6cc89f68aaf&oe=5E687F1E,retweet
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/67312563_158439021974644_4501510021645527051_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=29037d60ebc2a38b3dab084e6677ad9e&oe=5E52A2BC,this is the worst picture I’ve ever seen in my entire life
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/47582110_763110344025835_8097115193883320497_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=107&oh=bba820921a5df473754fa7e48422a282&oe=5E83417B,the tambers workers telling me im late to pick up my food are like parents telling you that you’re late for curfew...but jokes on them bc i never had curfew
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/46305175_374958243075149_3534476077482476744_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&oh=9be8d73db069d395857b919b123b2665&oe=5E8500E4,just found out that my final which I thought was on Thursday IS ACTUALLY TOMORROW. I don’t even have time to have a panic attack over this info
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/44872554_274310470107147_68415834138543326_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=103&oh=9f8c72aa2de3655cf94f45567c8cf85c&oe=5E7184AA,"today I got a free cookie with my potbelly sandwich, then I went to my TA section & there were free cookies, then I went to my spring fair meeting & there were free cookies, then I went to my pilot session & there were free cookies, then I went to insomnia cookies to get a free cookie, then as I walked into my apartment after coming back from insomnia, there’s a tray of freshly baked cookies sitting on the counter that my room mate just baked. I think I’m being punked by Cookie Monster."
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/43334594_152248145732158_4597667132873055422_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=1e566d1cc56807d2a6b8da6aa28f98b4&oe=5E72D46C,room mate gc goals
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59631542_444931159596983_2971964252121388242_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&oh=dfdf444051d135075cd681d4e2ef4379&oe=5E74B085,"have avoided getting iced these past 4 years, but even the great must fall eventually"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/61678669_2195054017383685_4324973267528624468_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&oh=6d21e1f1abf17ed42132e64b716b6691&oe=5E6A39D1,"moods of today:
1) well for starters look how beautiful this bride to be is
2) the bachelorette tonight has made me so happy (these aren’t actual spoilers don’t worry, u can still read) I went in Twitter and looked at all these funny bach memes in real time on the commercials and I started laughing out loud, I forgot how golden Twitter is
3) Hannah does too much public straddling for my liking. I’m all for kisses but maybe kiss while sitting regularly or standing, but not laying down on things because it’s not a classy look.
4) bach is filmed so strangely, everyone’s normal eyes look glossy like they’re crying and it’s confusing to me
5) there are some boys (not bach, I mean IRL) who thus far make me really happy and I’m excited to see what’s in store in the next few weeks
6) have said this before but I’ll say it again, seeing boys I don’t even like in relationships makes me jelly
7) I’m hyped to see some good friends tomorrow
8) there isn’t actually a number 8 I’m just hyper which is why this post exists, pce"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/43984764_545105812617786_409258882237718475_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=106&oh=343b83e302623ea17a5ec3fc860e4b54&oe=5E83E484,I’m just gonna leave this hereeee
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/53863059_1010414932475433_7993158064237100623_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=836ece09d75a7070f963d3963ee4f336&oe=5E6FFBB3,died my hair
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/59112089_181003659552388_5085929314520245789_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=15c566cb79671bb2f491d2a1005081b3&oe=5E72AB9D,If only our 4th roommate was in the picture🤷🏻‍♀️
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/57787303_603974996749480_1099372892927708311_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=104&oh=e537692a7e3d193a590dc4689d39f897&oe=5E837EB0,"if sushi could be more filling for the amount of money that it costs, the world would be a better place"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/49933775_305328003443351_7396234326191833643_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&oh=486e236cae2c65785affff132b499d46&oe=5E7F2877,"TV is so fucking good recently. Fridays & Saturdays= Live PD.
Sundays = 90 day fiancé.
Mondays= The Bachelor.
what a time to be alive"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/64772868_2392533801067418_1656506939261435046_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&oh=76485258c0b2ded1633e82d217f6be11&oe=5E8C4E6B,"Date update: so I picked this Argentinian restaurant to go to. Turns out the Argentina vs Brazil soccer game was tonight so this place had a fucking dj and strobe lights in the other room and all these rowdy af soccer fans, so it was so hard to hear each other because everyone else was like partying, so then halfway through eating we asked to move outside lmao, so then we got outside which was nice minus the mosquito bites. BUT OH, we realized his mom and my uncle went to the same law school and are the same age so we went on Facebook and saw that his mom and my uncle are Facebook friends. Love the Jewish lawyers community."
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/43243940_2312093465470982_1150442974515817284_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&oh=64e3ba2b5c14e1527b2d33617f1d9747&oe=5E68EAD5,never looked more like a potato than here. my forehead is legit half the pic
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66516055_2270806163184950_639761092502142340_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&oh=feff8763ab2e1d1ebcc78990ef59329c&oe=5E670C36,i am sad but my room mate group chat makes me happy. :( that were all in different time zones. That’s all. Lol pce.
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/44312876_1036166196549637_7620601900209250474_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=101&oh=e4be3a391240dbdb8b7557af4ac7f10d&oe=5E68CEB7,"if the phrase “OPEN THE DOOR” means nothing to u, ur historically dead to me. #puyi #loml"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/42709387_333491447478931_4357721697160824567_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=107&oh=cc98939ac24bf04546cec183ba913dd0&oe=5E8305F3,when u check ur debit card balance the night before ur trip & it says $3.42
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/58749549_293923244853573_6547110694423732494_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&oh=8257b80d7dc20498562e5abb6b6e9dfe&oe=5E700617,after 4 years in this city I finally went to my first orioles game!! what do u do when u had such a good night that ur lowkey depressed afterwards because u wonder if you’ll ever be that peak level of joyous again???? Literally can’t focus on studying bc im thinking about how good my life was 10 hours ago
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/54732364_340652226566974_3326217837370224184_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=9953432fe35eddb3b162703677e221df&oe=5E51406C,why study for ur test today when u can think about how much happier u were when u had good long hair
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/66605582_126308378611898_6701282134628198896_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=102&oh=fe632ca0148c248695a32d3f23855198&oe=5E6AF670,"i hate the way this guy i know shows off his car all the time on social media. Like bruh you don’t even own it, its a lease so plz sit down"
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/40420705_168493647378749_123768845362052459_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=105&oh=85402b149925f8bb92637f04b1abe3c6&oe=5E682ACE,my prof sent out a list of assigned groups for some presentation & I just wasn’t put in a group. Do I exist
seiden_into.ur.dms,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/e35/47691278_882450261942370_1834980803407341878_n.jpg?_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&oh=aa53c4bdcd22de1178e49eff771fdee4&oe=5E7CB4D4,the male population is CANCELLED this year
