username,photo,caption,collection
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/413be9058fd528f9841c4960d00e8704/5E499383/t51.2885-15/e35/68698701_208544893467002_741174015282173034_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=102,I'm thique,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/ce51425901142a93f334f32f3cdc7fc6/5E84E86A/t51.2885-15/e35/66650043_366400657360113_4189674400839852129_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=109,Woke up feeling divine,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/b01d03745cc9501bef7c51c516493e13/5E4DB6CA/t51.2885-15/e35/71520722_132909261413331_866404977369432457_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,I feel like I'm dying send help,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/514d80bdd9d6255c7054a9cda50878b9/5E84DCFE/t51.2885-15/e35/70343179_524481778315450_6046070454859624019_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=110,Have a safe week everybody! I'm a month clean from meth yay,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/675740feb67d1cfe44f9c1bae945e8a6/5E5260DD/t51.2885-15/e35/70641159_652326878594020_7728094591678387455_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,Fight hate with love,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/1014918f132d89db6ec1dc7dff37c7ea/5E6C8E12/t51.2885-15/e35/68917822_498454454302494_2291787604481995233_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=106,"I composed a Poem last night;
Dear Mrs Meth.

Seeping into the bloodstream, a torch right to the tounge.
You dispersed into my chambers, circulating into my lungs.
Dismantled into the depths of fear, dispatched in a delarious mind.
A final destination, a poison to everything she finds.
A fraction of hesitation, enticed by a cheeky thrill.
She said 'Watch me flip your life around, then send it all downhill'

Infectious initial indulgment, a creamy first timers hit.
Oblivious to the discoveries, desination to a darkened pit.

Flames furnish sacred utilities, in ways which seem so formal.
A fractured crystal, with heat inside- I hope you're acting normal.
Vaporized entities, demons and all the gore.
Consuming fumes with credibility.
I believe my tounge is sore.

Providence to a portal in a state which none compare.
Emerging out the gate with wings, let's reap these sins fuck fear.
Witholding authority & influence, an ability to entice.
Hiding her potential potency, her name was Crystal ice.

Hijack my mind, become unkind.
No soul left to apease.
She states that shes all kinds of fun, but she will bring you to your knees.

Diffusing into the stale thin air,
so soon this heat would come. Transforming pain into despair, a life stripped of all fun.

Warning of all dangers shes invasive in all risks, so lit.
Disregarded, caused by the cravings...all for the next pure, white shard hit... Sinnicle scenes and cosmic laser beams, meth will leave you all distorted.
Subtracted fees, a great big tease.
Meth will leave you soon, unescorted.",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/4617b5a2483248ab078f4900be517ced/5E8AA68F/t51.2885-15/e35/70414535_760142334427468_8345817940052941617_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,Whenever I see a beautiful black person on Instagram I'm always tempted to write 'STUN-NIG' instead of 'STUNNING' does that make me a rasict?!?!,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/90d50aa8c279659698ad545592139c0c/5E56A88C/t51.2885-15/e35/69121009_130663541557400_761871390842684080_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=108,Words to live by,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/714de16247bfa1b5e8e495fbaa708578/5E856EBA/t51.2885-15/e35/67654567_381473979219010_8554213181011394836_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=110,Gotta keep an eye out for my weaner #selenagomez #ayearwithoutrain,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/b4b49b5c5356ed7d36f527f0672818b0/5E877FA6/t51.2885-15/e35/69265592_701985296986937_1837318760507475328_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=105,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/b0a80413e4da64b8bc275e8ff44944ac/5E87BC9C/t51.2885-15/e35/69025243_1817291411750291_7031885596674816220_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=111,If you do not understand the pure essence of this historic YouTube video then you are MOST DEFINITELY too young for the internet,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/cf9ceea1f28902af9bd2fc2987492b1e/5E68BA91/t51.2885-15/e35/66781925_487797378448156_2496621415804983547_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,Cheers to the Iranian man who got his cock out on my live stream today you a real 1,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/ac1bd891c615b1aeb442e8b0f227418a/5E8749B0/t51.2885-15/e35/69712712_223556141963148_5444773693441661101_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=100,Currently dying from gender dysphoria hbu,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/eb9d126b901a1467e0e67158d11051e8/5E4E5B79/t51.2885-15/e35/67413940_2271423139574167_9010787313399535825_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=107,"If ya don't know, now ya know.",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/a608163d2bfdafb07ee6f0c591071146/5E8AE635/t51.2885-15/e35/66477895_380170269360381_4666260882644194780_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=109,"It is 2019 - We can do as we dam please. Love who you want to, explore your divinity & don't let anybody conceal you from your Truest self. Love will always win & we can find it within eachothers divine differences. Let's stop this sour segregation we have subsidized ourselves towards & learn to outpour nothing but the highest of affirmations for those and what we cannot comprehend. I cannot wait to go through this next chapter of my journey with elegance and high stance as well as respect for myself & my authenticity, as well as others who Grace me with such... Since I've come out as Trans I've had an overload of emotions and thoughts. Part of me needs to mourn & fully embrace the foreclosure of Liam... Who keeps men in a past continuation of who I once was, but I'm really starting to feel this world like a woman! I've been to the doctor and they have past me onto further pyschistriac care for what I hope will lead to the commencement of my HRT in the next few months. I must embrace this next period with patience and care for myself. Thank you for those who took the time to read this! Sweet, sweet dreams ⚘🙏💥",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/0f52b72c00a0a32db9bb219553be5e96/5E5A6D95/t51.2885-15/e35/69356865_269734477337351_6202504950417008713_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=111,Holy cow I'm actually breath taking,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/d48a1a030cc03ee517b6e733afd2907b/5E54E33A/t51.2885-15/e35/67420846_671772273233980_2335736130040858495_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,Post anus injection,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/093727d40955c5903a41055244a468df/5E4E002A/t51.2885-15/e35/67794463_375366370023302_862148515953324115_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=102,THICC LEGENDS ONLY,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/eaf420888ce78c5b02ad6555b7b56bc4/5E49BB67/t51.2885-15/e35/67402716_447483089437458_8610422700855331280_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=106,"Thankful for all of you & how you all randomly stumbled upon my life but I'm so so fortunate & I am in admiration for the love & abundance you provide me with, everyday!!! I cannot help but feel the need to express my highest of appreciation and gratitude for this. Thank you thank you thank you. I cannot wait to transition and live my most authentic life and achieve a life of prosperity and abundance in the hope it gives others a glimpse that they too, can do the same. ❤🧡💛💚💙💜🖤",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/7d8dd4ab44b2a7876c12708f5d2a98b4/5E8894C0/t51.2885-15/e35/66697543_501242987277347_613143066942415819_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=111,Wat in the fuck is goin on hea,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/3c1872c982b750e35d21eb739935aa5c/5E4C04DA/t51.2885-15/e35/69861755_453054198754323_703240110301323173_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/23191a09de1762464576341fa35502eb/5E4B68E2/t51.2885-15/e35/66880266_1582563321885341_7218950067800338721_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=105,I'm an earth angel - sent from above to help regurgitate this world to the divine and pure state it was created upon! I'm excited for those of you who are going to transition and upgrade to a higher definition of being!!! I am here to protect and provide a stable future for generations beyond and to broadcast myself in the most superior way to portray my light and many talents and gifts I have acquired through these 22 years in my current vessel! May you all have a blessed time in ya zones and coordinates! Let's segregate into one and conclude this division! Enjoy this lil throwback of baby Liam - he sure was a cutie 😘💣💥,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/3313d849614db7e1368c01f35ea46059/5E5BE8FA/t51.2885-15/e35/68899050_126770731956389_9094149026045353951_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=105,Then don't oppress me with yours.,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/4554ba3da70f71d164a64c05e16e469f/5E8C1BA8/t51.2885-15/e35/67924234_528510727886065_868779029225164736_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,"A fallen angel.

The youth of a nation.
In a graveyard of grass...
The damage of a reputation.
This too, shall soon pass.",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/cd35e646b8e1a5fb7b9b888000c8d946/5E49C094/t51.2885-15/e35/69575192_2374545269310985_1815285322414950068_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,"I'm 2 weeks clean from meth and fuck everyone who belittled me while I was down, I will rise back stronger than ever",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/53bac02b83188b46f381eec571707378/5E6C281D/t51.2885-15/e35/70134466_381166002765200_3164939832161178418_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=108,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/002fae1e71de559dc0f05bc5a5d989c4/5E5C06BB/t51.2885-15/e35/66765992_126665235285944_9149180823367406106_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=108,10-12 weeks till I can start my hormone replacement treatment!!! This is exciting 😍😍😍,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/f3037537d5df33d3de0eb1a4a7d04dc2/5E85EC99/t51.2885-15/e35/67595954_1150560868463631_3469020224649053175_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,YOU ARE VALID,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/24784bff7ef897911ef26392d0dd2695/5E52713D/t51.2885-15/e35/67974977_137157584172613_6912213712303466370_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/22b98e39a3a515ab151fb40fe6bc3ebe/5E85FA78/t51.2885-15/e35/66820684_491695304913356_3440610083193756290_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=108,*TRIGGER WARNING* Cutting bitches off like,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/e63def4d9bc134ede676511eef7bf472/5E8B06D4/t51.2885-15/e35/68916630_171446670574237_2912616711902574104_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,WAIT TILL I TRANSITION BITCH,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/adde02a8fdda75e9264dc1d332cba98f/5E525678/t51.2885-15/e35/66647571_1331501083692119_4380037368233270479_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=111,Rest my eyes go to sleep and never come out of it,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/c4183972981864a62941cd2160bc911d/5E8A8CD1/t51.2885-15/e35/71095870_717410582067082_7563043253902874758_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=110,I just wanna hug rn,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/4b08d59a730af8b2cecd49bb745a0b35/5E68614A/t51.2885-15/e35/66414784_475927143239566_724735760631008159_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=110,I'm sew in flew rench all,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/d32fbb9c228e5425a08efb6dfac38070/5E582C47/t51.2885-15/e35/69832758_452615508687682_8775512955397106429_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=110,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/82dec0f1304a0b8df5285d1b9e0989c6/5E4DA8F8/t51.2885-15/e35/67518872_1474985032642237_6106512375376158210_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,Imma Queen from the stars baby 😘💥💫,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/f30ce6211020fd07243c79a4196cc183/5E6860F7/t51.2885-15/e35/66055557_2397550973853317_8558321191308693777_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=105,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/afbca652c9f9d9adcf46ce0539faa228/5E8B117F/t51.2885-15/e35/69238507_230773344568838_5189427758299238118_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=102,"I'm unfollowing everyone and only gonna follow people who are active, my newsfeed is full of shit anyway so bye hoes",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/ef4f898cd3b5ca2b767a3df24d782188/5E8B7ECA/t51.2885-15/e35/69282571_680568175744247_6933275345777400455_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=111,"I live in New Zealand- I am of mixed race... Maori & Irish... Just because my skin is white, that DOES NOT define race.... Most of my mothers family have dark skin why the FUCK would I have any ill intent towards those whose skin tone is of a difference to my own. This is the problem with America & the media... They keep drip feeding this dialogue of racism that it truly has almost turned into a reverse issue... The amount of times I have been called an 'entitled white person' is a JOKE. First of all I am not white so please do not define me as such until you have done research on the suppression my own culture has faced within the confinements of it's own country. Second of all I'm a trans woman... I have had to fight and face enough of the discriminatory slander that the world has thrown at me. So on a final note GET FUCKED I AINT NO RACIST NIGGA BITCH. & also most of the black people coming at me for my viewpoints ain't ever been locked up or faced true belittlement for their ways of being- I HAVE SO GET FUCKED before you label me as racist get your own self in check first because there are lots of racist bitches out there whose skin colour is anything but white... Make sure you are clean yourself before you try drag somebody else down... Does this make you uncomfortable... Because good it should.",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/569f506a12bfdf479da6890bb27133ff/5E551854/t51.2885-15/e35/67276212_150699586008403_4520664215864610809_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=107,16 year olds wanna see my cock n shit,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/8afb15af52f13d4bc3be5b3f9d4ef943/5E6BEBFC/t51.2885-15/e35/69236483_134607117770269_2044423662216402519_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/903e2a5680f521ab7b5d642de23e6f21/5E47DF2C/t51.2885-15/e35/68988368_347811876102915_7278594854496302419_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/a71cf2680beb536894797bfe05e941dd/5E84B104/t51.2885-15/e35/66312185_535993373822691_6715953211979430547_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,Link in bio x,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/2a5fefd557a63064df62b43e1a842e1a/5E6684CC/t51.2885-15/e35/66651150_396416191007200_7608473651636102216_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,Eggplant for life 🤪,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/2cdccf77b968a5e1975c9c505bf10817/5E564590/t51.2885-15/e35/66406744_154660899012647_2343156023643227047_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=111,My pet feline didn't vibe with my hair or my skin care routine at this era; Good thing THAT'S in the past 💫,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/5a5b74d55eee1204234a5c8ea218b8dc/5E4BF014/t51.2885-15/e35/66432254_519276135313592_8674089888954317346_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=108,I love y'all sm ⚘,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/aa5a036fd5b51c0e7e5dfa68933ed80b/5E8AD24F/t51.2885-15/e35/68903841_220377842260005_1703857921404526704_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=109,Thank GOD it's not meth 🤪,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/04afe7218659fa27db1746e825a0302a/5E6814B2/t51.2885-15/e35/72209188_438915840067877_7484013670755245621_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=105,Free hugs for those who need it,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/37cf47492dae9e61bce283a35fc23c79/5E8C7258/t51.2885-15/e35/69156989_2647552101974042_1692037257439137198_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=102,I feel personally attacked by this.,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/e24a74d9674a133e14ab42819086f497/5E5A97D0/t51.2885-15/e35/67794211_149582632804467_3384236786274632200_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,Bitch an icon never dies,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/2e3b198c727b39e56fe3b9fcddd709d3/5E5A67E1/t51.2885-15/e35/67262666_174990356993294_5176540264916606104_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=102,I had a massive head as a baby,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/fdba156b7c45a0e0aedead71008f1976/5E495B79/t51.2885-15/e35/66428342_543867856353756_8067973832466517682_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=100,Peace and love zaddy 💫🙏,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/620cecc098871ec9fd1acc2160b999c3/5E84A706/t51.2885-15/e35/67473733_347259679553151_8490820063488002520_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,Waiting to get my injection for my mental healths,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/8e0f1d13c93f44b1123ad53612a86582/5E57DB15/t51.2885-15/e35/70125059_667662380408128_4868902520464813429_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,#ootd,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/0059d273f0a7be9498c3e36536e6414b/5E5B6577/t51.2885-15/e35/66658457_2420853214659413_1529788962675905305_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=105,What's your biggest fear? Mine is the world not seeing what I'm truly capable of...,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/1ff89732f16a4bb9e74819ce7ac21a60/5E572A0D/t51.2885-15/e35/69097013_102407491096936_179495881424616708_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=104,I need a daddy to upgrade my phone from potato to iPhone pls & thank you,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/08abe18c9e11259a5294da984b9d3955/5E6BB1CD/t51.2885-15/e35/67660770_405715250084124_7403102658815682808_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=100,"Fuck Meth don't ever inhale its poisonous and disruptive fume. It will distort your sense of judgment first and then feast on you mind, playing games. This substance will then seep into your soul and torment you with your greatest insecurities and showcase you your most taunting fears with distortions and altered truths. I can honestly say if you are an open and vulnerable soul like me, DO NOT EVER fuck with meth. Dark entities and energy matter that surround this drug will attempt to hijack you and use your body and mind as a vessel to destroy and cause chaos. The first high is bait because you will never achieve one like it again, it's not worth it. I am very sick at the moment, and I must heal. I must refine myself and rebuild as strong of a core being as I can, practicing resilience everyday. I know if i continue with my addiction it's going to absolutely strip me of everything I've known and leave me as an empty skeleton. I DONT WANT THAT

I must face up to THIS. And confront all my demons so I can discard of them for good. This addiction will NOT overthrow me.",False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/a09790b58da785c0e151834921fc56c6/5E51F31E/t51.2885-15/e35/71944644_170848920730263_1235805793817959939_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,Should I shave or grow my facial hair?!,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/119cc3d8f3a76b77485c6ee5cd3828fb/5E6D5930/t51.2885-15/e35/67323922_495888337874917_7343290346598772366_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=101,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/4773af02c7ea4af9f1f3216c7cb53d05/5E6A1D86/t51.2885-15/e35/67346671_379706942732350_605660635588059640_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=110,Instagram can't ban these titties 🤪,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/f29ab47617355880cdaa79292c3ef865/5E5B61BC/t51.2885-15/e35/67812920_2476123759118756_2006562389686252806_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=108,,True
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/953171d5334996abe0ee2bf8d41131a1/5E5438F0/t51.2885-15/e35/69990964_155750248854315_6212938297176700824_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=103,I truly am a relic of the internet,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/02b6e90f9ef9b354853c38962e332938/5E4D5A3C/t51.2885-15/e35/72475866_1003984803270762_9024324650748970130_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=106,I hope everyone has a lovely day today xxx,False
waverider_,https://instagram.fzty2-1.fna.fbcdn.net/vp/5e3fb09498ff2194aab1042fa664b974/5E8897EB/t51.2885-15/e35/69378534_426107444917536_3760954007750127931_n.jpg?_nc_ht=instagram.fzty2-1.fna.fbcdn.net&_nc_cat=100,,True
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/6e697ce46299618a0a09ddf419ce95d9/5E58FA87/t51.2885-15/e35/12393633_1630400887222232_603832730_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=108,@oliverhibert and @jacquelinedenton show 'Psychic Space Twins' is opening now at @palabracollective Dwntwn Phoenix! Come by and see all the cool work and get your tarot read with Oliver's new tarot deck!,False
spencerhibert,https://scontent-arn2-1.cdninstagram.com/vp/721def1e43db7520522ddcf8a6856675/5E50BD46/t51.2885-15/e35/44575367_2386670291375150_4130301963048551400_n.jpg?_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=102,,True
